Unnamed:0,author sentiment,sentiment,text,date,likecount,movie
2978,@dimaswirawan4528,0,"Where is the ""emergency exit"" name?",2017-09-16T12:17:52Z,0,happy_video2_dictator washroom.xlsx
2979,@ratulhasan8458,2,the most funny moments ever in movie  i like this scen it's very funny,2017-09-05T12:08:45Z,0,happy_video2_dictator washroom.xlsx
2980,@MITCH-fb5gp,2,This video made me Aladeen so hard I fell pff my chair,2017-07-22T17:41:21Z,0,happy_video2_dictator washroom.xlsx
2981,@BangMaster96,0,Do not trust an aladeen comment,2017-07-20T08:02:06Z,0,happy_video2_dictator washroom.xlsx
2982,@shaneluscombe4798,0,Couldn’t he use his brain to make up a name he made it so bait by looking at the signs which gave him away,2018-12-10T23:52:11Z,0,happy_video2_dictator washroom.xlsx
2983,@tituspullo3184,0,ladiz washarum,2017-06-14T12:27:34Z,0,happy_video2_dictator washroom.xlsx
2984,@Ethaan-,0,max,2017-05-30T21:46:24Z,0,happy_video2_dictator washroom.xlsx
2985,@RawRapz,0,laddies wrash ruum,2019-01-01T20:12:23Z,0,happy_video2_dictator washroom.xlsx
2986,@alanmalsawmtluanga4233,2,"Sorry, we're Aladeen','Come in, we're Aladeen' hahahaha",2017-05-16T12:29:43Z,0,happy_video2_dictator washroom.xlsx
2987,@letssingwithshane9056,0,2019 anyone?,2019-01-13T06:30:09Z,0,happy_video2_dictator washroom.xlsx
2988,@caichuck7023,2,The second Guy's eyes lmaoo,2017-05-01T17:52:24Z,0,happy_video2_dictator washroom.xlsx
2989,@jimaggelis4099,0,how can I find the music in the start of this video 0:01 - 0:04?,2017-04-14T11:45:24Z,0,happy_video2_dictator washroom.xlsx
2990,@FreedomCinema88,0,Emer gencyexitonly,2019-01-27T10:31:40Z,0,happy_video2_dictator washroom.xlsx
2991,@RBhavesh,0,Who is here in April 2019? Like this comment,2019-04-11T16:13:12Z,0,happy_video2_dictator washroom.xlsx
2992,@vicentecuevas667,2,So the only one that actually got killed was the cow.because it was a stake not a live cow.🤔🤔😃🤣😂,2019-04-16T18:47:38Z,0,happy_video2_dictator washroom.xlsx
2993,@electronicsjapan6293,0,"why did this zionist choose the name ""aladeen""? to ruin the good name of this Arabic character? zionist piece of shit.",2017-02-20T00:58:11Z,0,happy_video2_dictator washroom.xlsx
2994,@temperspace,0,"Ladees Wash'hurum.
Employis Muswash Hans.
Max Imum Occupansey 120.",2017-01-25T18:24:43Z,0,happy_video2_dictator washroom.xlsx
2995,@chefcinco8625,2,"Open - Aladeen
Closed - Aladeen
😂😂😂",2019-05-17T16:59:04Z,0,happy_video2_dictator washroom.xlsx
2996,@Elias6233,0,Bar owner looks like El Chapo.,2017-01-17T07:59:54Z,0,happy_video2_dictator washroom.xlsx
2997,@mukandy23,0,Is that Rafi from the League???,2016-11-06T19:26:33Z,0,happy_video2_dictator washroom.xlsx
2998,@blonde_birdav7685,0,"""Ladiz Washaroom""",2017-09-21T23:05:28Z,0,happy_video2_dictator washroom.xlsx
2999,@decoy3418,0,Ladees washroom,2017-09-24T12:49:35Z,0,happy_video2_dictator washroom.xlsx
3000,@ActuallyLinden,0,Music at the start?,2018-10-28T19:38:56Z,0,happy_video2_dictator washroom.xlsx
3001,@admiralgeneralaladeen6471,0,what the?😧,2018-04-09T20:16:52Z,0,happy_video2_dictator washroom.xlsx
3003,@daviddimalanta259,0,Umm...Allison Burgers,2018-01-19T07:49:00Z,0,happy_video2_dictator washroom.xlsx
3004,@tyrionstark380,0,"I used to like this movie, but after I realized what really happened in Libya and Gaddafi , I just know how shitty propaganda been made by US. After they kill Gaddafi, they just make this movie for fun. For those who suffer from what has been done by US in Libya, this really not funny at all.",2018-03-30T11:33:01Z,0,happy_video2_dictator washroom.xlsx
3005,@DeathNeff,0,This scene cured my depression of losing my iPhone 4s long time ago. It cracked me up,2018-04-03T06:22:23Z,0,happy_video2_dictator washroom.xlsx
3006,@vladline1882,0,Are you HIV Aladeen or Aladeen,2018-04-04T05:23:31Z,0,happy_video2_dictator washroom.xlsx
3007,@iraqiboysyed,0,Is that el chapo?,2017-12-19T13:19:05Z,0,happy_video2_dictator washroom.xlsx
3008,@saketsinghgurjar6196,0,Who is aladeening this aladeen in aladeen?,2018-04-06T06:34:09Z,0,happy_video2_dictator washroom.xlsx
3009,@wss33,2,2:08 hahahaha ''yeah ok it's made up you got me'',2017-12-08T21:57:59Z,0,happy_video2_dictator washroom.xlsx
3010,@alexanderkuzmichev7017,0,what's the point to have a Ladies Room in a refugee cafe if no lady was 'executed' in the movie)),2021-05-12T10:45:39Z,0,happy_video2_dictator washroom.xlsx
3011,@MatrixDiscovery,0,I Aladeen this video.,2018-04-13T01:03:51Z,0,happy_video2_dictator washroom.xlsx
3012,@ibrahimmalik7114,0,Ladis washirum,2018-08-31T14:32:51Z,0,happy_video2_dictator washroom.xlsx
3013,@azimsayed2,0,Still watching on 16/12/2017,2017-12-05T19:18:23Z,0,happy_video2_dictator washroom.xlsx
3014,@ksiddiqui8,2,Ladees was-haroom 😂😂😂,2017-11-23T06:26:36Z,0,happy_video2_dictator washroom.xlsx
3015,@jimmyardie3382,0,I Aladeens this Aladeens .,2018-04-13T06:13:36Z,0,happy_video2_dictator washroom.xlsx
3016,@premirralucie5856,0,Big shit !,2017-11-13T17:12:35Z,0,happy_video2_dictator washroom.xlsx
3017,@aquif2.022,0,Hugh mongus,2017-10-10T03:59:10Z,0,happy_video2_dictator washroom.xlsx
3018,@lippalassi,0,Emer Genziexitonly,2018-05-11T23:09:59Z,0,happy_video2_dictator washroom.xlsx
3019,@horneyfa5484,2,Ladies Wash room XDDDD,2018-05-12T13:27:39Z,0,happy_video2_dictator washroom.xlsx
3020,@razeenkasandas7094,2,Welcome to the death to alladeen restaurant😅,2018-06-01T02:11:32Z,0,happy_video2_dictator washroom.xlsx
3021,@martinlopez951,0,"I really aladeen this movie. I mean, whats not to aladeen??",2018-06-16T04:24:14Z,0,happy_video2_dictator washroom.xlsx
3022,@oshitwaddup4956,0,"0:57
whats wrong with his left eye???",2016-08-23T21:26:24Z,0,happy_video2_dictator washroom.xlsx
3023,@horneyfa5484,0,MAX SEE YOU OCCOPAT SEE YOU WAN HANDRED AND THE TWENT,2019-05-23T14:59:19Z,0,happy_video2_dictator washroom.xlsx
3024,@stefHin,0,Who else is here because of Elon Musk and his child with a number in his name?,2020-05-09T10:44:23Z,0,happy_video2_dictator washroom.xlsx
3025,@shittyabandonedacc9626,0,Actually that guy who is asking for his name is stupid. NAMES ARE FUCKING MADE UP.,2019-05-26T12:41:08Z,0,happy_video2_dictator washroom.xlsx
3026,@Emrit007,1,best scene ever!!!,2016-01-02T03:40:03Z,0,happy_video2_dictator washroom.xlsx
3027,@GrooveScorpion,0,There is  number in the name?,2020-01-10T19:14:51Z,0,happy_video2_dictator washroom.xlsx
3028,@iarshhaddahc7700,0,lorl,2015-12-10T11:39:13Z,0,happy_video2_dictator washroom.xlsx
3029,@robertmuindi6324,0,Mmmhhhhh,2015-11-08T02:59:48Z,0,happy_video2_dictator washroom.xlsx
3030,@AkshayGowda007,1,fucking awesome movie.,2015-10-20T19:20:28Z,0,happy_video2_dictator washroom.xlsx
3031,@ofcrgry,2,oh we’re using our made-up names,2020-01-28T02:57:50Z,0,happy_video2_dictator washroom.xlsx
3032,@patrickkelly3617,0,Alison Burgers plays for Liverpool 😃,2020-02-03T13:10:57Z,0,happy_video2_dictator washroom.xlsx
3033,@jblasutavario9549,0,"First there was Scrappy Coco.
Now, meet Ladees Wushrum.",2020-02-05T15:58:53Z,0,happy_video2_dictator washroom.xlsx
3034,@rookiebenz3799,0,Number at middle of ur name??wakakakakakakakkakakakakaka,2020-02-07T23:45:33Z,0,happy_video2_dictator washroom.xlsx
3035,@TheStapleGunKid,0,"As someone who is named ""Employees MustWashhands"", I take offense to this.",2015-08-30T05:22:57Z,0,happy_video2_dictator washroom.xlsx
3036,@penelopingeloping5101,0,who did this first? key and peele are way funnier https://www.youtube.com/watch?v=3HI5CQ4Oc1I,2020-02-27T09:22:39Z,0,happy_video2_dictator washroom.xlsx
3037,@andyfranco100,0,"Im curious, why the fck would someone want to know the name of another person?",2015-05-30T02:08:23Z,0,happy_video2_dictator washroom.xlsx
3038,@kahjunn9427,0,"Alison Burgers
Ladeece Wash Hurum
Emplois Mas Was sans
Max Imum Opacy 120",2020-03-05T14:13:09Z,0,happy_video2_dictator washroom.xlsx
3039,@user-iu1st9cb9w,2,lol laughed so much,2015-04-03T15:36:56Z,0,happy_video2_dictator washroom.xlsx
3040,@MaviOyuncum,0,MURATABİDEN GELENLER BEĞEN :D,2015-01-25T20:46:39Z,0,happy_video2_dictator washroom.xlsx
3041,@tl7196,2,"""ladeez wushh roooom"" 😂😂",2018-02-25T19:07:27Z,0,happy_video2_dictator washroom.xlsx
3042,@arifhazwan,0,Where's the emergency exit?,2015-01-06T22:20:44Z,0,happy_video2_dictator washroom.xlsx
3043,@suhaibfaisal510,0,Lades Wach haroom,2020-04-19T21:02:56Z,0,happy_video2_dictator washroom.xlsx
3044,@depressoexpresso5437,0,Employees must wash hands,2020-04-28T11:55:31Z,0,happy_video2_dictator washroom.xlsx
3045,@visualsystom,2,xD,2014-07-06T16:05:47Z,0,happy_video2_dictator washroom.xlsx
3046,@vishwanathstorm,0,Thanks to Elon Musk's new baby name - There is a number in the name!,2020-05-09T08:27:38Z,0,happy_video2_dictator washroom.xlsx
3047,@13CaptainPrice,0,"Everyone, please go to my gofundme and contribute. I'm HIV Aladeen.",2019-12-09T14:28:50Z,0,happy_video2_dictator washroom.xlsx
3048,@AllenHanPR,0,They stole this concept from Naked Gun.,2019-12-05T16:55:04Z,0,happy_video2_dictator washroom.xlsx
3049,@Caalifrna,0,Ladies....,2016-06-15T08:51:50Z,0,happy_video2_dictator washroom.xlsx
3050,@tescobesco,2,Emplays Maswashans was so funny to me,2019-05-31T10:07:14Z,0,happy_video2_dictator washroom.xlsx
3051,@omarczar4057,2,"justin bieber chubby double

haiirryyy potterrr. 🤣🤣",2019-07-06T21:13:06Z,0,happy_video2_dictator washroom.xlsx
3052,@omarczar4057,0,hey u sub saharan 🤣  captain hook  ... Come on,2019-07-06T21:13:35Z,0,happy_video2_dictator washroom.xlsx
3053,@mamokosazamtro4418,0,Rewatching 120 times,2019-07-19T20:03:45Z,0,happy_video2_dictator washroom.xlsx
3054,@lucifermeowstar4604,0,"The most aladeen video on YouTube! 

😂😢",2019-07-25T04:26:44Z,0,happy_video2_dictator washroom.xlsx
3055,@agambudidarsono7534,2,"ladies was haroom , Emplois muswashen ,  max imum    ocupancy 120 lol",2016-06-20T14:10:21Z,0,happy_video2_dictator washroom.xlsx
3056,@John3121000,2,I HAD A HUGE LAUGH,2016-06-08T11:52:54Z,0,happy_video2_dictator washroom.xlsx
3057,@sliccoj8369,0,"“The people will think it is friendly joke, they see giant flying dildo heading to the land”",2019-08-05T21:07:38Z,0,happy_video2_dictator washroom.xlsx
3058,@ForevaMaeva,0,"Omygoshhhh, that dude from snl (I'm really sorry I don't even remember his name)",2019-08-11T09:12:15Z,0,happy_video2_dictator washroom.xlsx
3059,@mannygracioppo7868,2,LOL too funny!!!!,2016-05-30T01:49:17Z,0,happy_video2_dictator washroom.xlsx
3060,@Grayfoxhound,0,Don't sexually assault me Michael... *walks back out door*,2016-03-10T19:06:58Z,0,happy_video2_dictator washroom.xlsx
3061,@bullymaguire2459,0,But why did the cow get executed??,2019-09-05T16:53:36Z,0,happy_video2_dictator washroom.xlsx
3062,@serajalhorani838,0,You deserve an aladeen 😐,2019-10-06T20:33:02Z,0,happy_video2_dictator washroom.xlsx
3063,@ismaelguro9569,0,Poor cow,2019-10-11T05:48:46Z,0,happy_video2_dictator washroom.xlsx
3064,@paulanonuevo9056,0,Emer.... Gencyexitonly,2019-11-12T15:01:35Z,0,happy_video2_dictator washroom.xlsx
3065,@SuperVincenot,1,best movie,2018-04-08T21:58:16Z,0,happy_video2_dictator washroom.xlsx
3066,@Nev2601,0,That cow,2024-08-05T11:38:12Z,0,happy_video2_dictator washroom.xlsx
3067,@JohnDoe-sn3sv,2,Funny? Hmm.,2021-05-12T14:44:03Z,0,happy_video2_dictator washroom.xlsx
3068,@Someguythatlikespizza,0,"There's another of these that I didn't know about before and only found out a few days ago.

When they were arrested after the helicopter scene and Aladeen was shown on the news, the reporter mentioned his name being ""A man named Emer Gencyexitonly"" 🤣",2022-04-11T22:00:08Z,0,happy_video2_dictator washroom.xlsx
3069,@megapoo2274,0,🤨,2022-06-18T16:16:40Z,0,happy_video2_dictator washroom.xlsx
3070,@e.j5813,0,He’s more creative then me lol,2022-06-18T04:02:45Z,0,happy_video2_dictator washroom.xlsx
3071,@alaluv9505,2,"The phone call between De Falco and Schettino, the captain of the Costa Concordia:

Schettino: ""Euh... sire... My second is right here with me...""

De Falco: ""What's his name ?!""

Second: (saying no with his head to Schettino 😬)

Schettino:""Euh... his name is... Pete...""

De Falco: ""Pete WHO ?!""

Schettino: ""Euh... Pete Yourlifejacket...""

De Falco: ""WHAT ?? THIS IS A MADE UP NAME !!! WHAT IS HIS REAL NAME ?!""

Schettino: ""Euh... Max...""

De Falco: ""Max WHO ?!""

Schettino: ""Max Imum60peopleinthelifeboat...""

De Falco: ""THERE IS A NUMBER IN HIS NAME ???""

Schettino: ""Euh...""",2022-06-14T07:41:02Z,0,happy_video2_dictator washroom.xlsx
3072,@warriorstrength6797,0,Emploice Mestweshhends,2022-05-21T23:09:15Z,0,happy_video2_dictator washroom.xlsx
3073,@nathanblevens2955,0,That's is a made up name ;aladeen said no it's not ; waiter is yes it is; aladeen okay,2022-05-18T09:01:54Z,0,happy_video2_dictator washroom.xlsx
3074,@carminebruno5550,0,RIP 🐐,2022-04-13T07:23:26Z,0,happy_video2_dictator washroom.xlsx
3075,@deepakyadav5980,2,The entire movie was hilarious..,2022-04-12T12:29:46Z,0,happy_video2_dictator washroom.xlsx
3076,@freedomprayer007,0,"List of names for my upcoming child

Ladis Washerum
Emplioce Muswashans
Max Imumoccupancy 120",2021-12-08T08:58:17Z,0,happy_video2_dictator washroom.xlsx
3077,@mohammadabulkalamazad5058,0,"He was the almighty in Wadia. So, he didnt need to lie. Now even in such hostile environment, he can't even make a plausible name.",2022-03-23T18:27:33Z,0,happy_video2_dictator washroom.xlsx
3078,@kasperklibansky9964,0,"Ladis what?
Ladis NUTS",2022-03-16T03:04:38Z,0,happy_video2_dictator washroom.xlsx
3079,@sicariocampeau1957,2,"The guy from eurotrip, it’s coozy. Lmfao 🤣",2022-02-09T18:51:11Z,0,happy_video2_dictator washroom.xlsx
3080,@vpsjdon,2,Was that.. Pimento? I need to watch this movie again lol,2022-01-10T16:58:57Z,0,happy_video2_dictator washroom.xlsx
3081,@FarwinaFaroqueChannel,0,mlepnos!!!! OMG,2022-01-06T01:55:54Z,0,happy_video2_dictator washroom.xlsx
3082,@peterdavies2960,0,Didn’t Leslie Nielsen complete this gag in ‘Wrongfully Accused’? 😂,2022-01-03T12:12:22Z,0,happy_video2_dictator washroom.xlsx
3083,@aresgow8452,0,"whats your name?
Oh B1 k N00by 
that is a made up name...",2021-12-16T06:18:43Z,0,happy_video2_dictator washroom.xlsx
3084,@ピユクム,0,A meme was born,2022-06-26T00:43:39Z,0,happy_video2_dictator washroom.xlsx
3085,@VeronicathingOfficial576,0,"what is your name"" 
mom"" 
mom what"" 
your mom""",2022-07-07T18:29:17Z,0,happy_video2_dictator washroom.xlsx
3086,@brentcubacub8483,0,ladeeswasharum,2022-07-08T05:26:38Z,0,happy_video2_dictator washroom.xlsx
3087,@mahbubuljabir7758,0,Agent plamento undercover.,2022-10-09T19:51:11Z,0,happy_video2_dictator washroom.xlsx
3088,@justtheilluminativ282,0,2:20 this movie became prophetic when Elon Musk decided to name his kid X-Æ-12,2022-09-09T02:10:37Z,0,happy_video2_dictator washroom.xlsx
3089,@diecast4556,2,ladis washaharoom does sounds arabic 😂😂😁😁,2022-09-03T14:07:16Z,0,happy_video2_dictator washroom.xlsx
3090,@saltytunalolol,0,My aladeen says the name of Gods in England,2022-08-28T02:48:55Z,0,happy_video2_dictator washroom.xlsx
3091,@yashbhardwaj3342,0,oh god i am HIV Aladdin,2022-08-26T18:37:05Z,0,happy_video2_dictator washroom.xlsx
3092,@meshackfalleth4356,2,Funniest movie scene of all time,2022-08-13T20:15:09Z,0,happy_video2_dictator washroom.xlsx
3093,@donharrington8950,0,Donald R Harrington,2022-08-09T14:34:17Z,0,happy_video2_dictator washroom.xlsx
3094,@Nate-yb9sj,0,finna change my name to Max Imumoccupancy120,2022-08-05T12:39:41Z,0,happy_video2_dictator washroom.xlsx
3095,@Incognito...8905,0,1:24 eman laer lol,2022-08-04T13:43:13Z,0,happy_video2_dictator washroom.xlsx
3096,@matt_l2003,0,"""There is a number in the name?""
X Æ A-12: ""...""",2022-07-23T01:23:38Z,0,happy_video2_dictator washroom.xlsx
3097,@aniruddhakaslikar2987,2,Ladiss washhroomm 🤣😂😂😂😂,2022-07-16T06:22:14Z,0,happy_video2_dictator washroom.xlsx
3098,@TheNotJad,0,1:23:00,2022-07-13T10:19:21Z,0,happy_video2_dictator washroom.xlsx
3099,@brentcubacub8483,0,IS ALADEEN ×2 WITHOUT A BEARD!,2022-07-08T10:51:25Z,0,happy_video2_dictator washroom.xlsx
3100,@RasMajnouni,0,Take a Break: https://www.youtube.com/watch?v=To-yxDGKSoI&ab_channel=%D7%AA%D7%96%D7%9E%D7%95%D7%A8%D7%AA%D7%94%D7%9E%D7%A0%D7%92%D7%A0%D7%99%D7%9D%7CHamenagnimOrchestra,2021-12-13T18:57:57Z,0,happy_video2_dictator washroom.xlsx
3101,@evildead9731,0,Hes the keyser soyze of the middle east,2021-12-05T11:17:55Z,0,happy_video2_dictator washroom.xlsx
3102,@MrEpic300,1,Congratulations you hit the algorithm after 7 years,2021-10-26T19:48:38Z,0,happy_video2_dictator washroom.xlsx
3103,@OFFICIALFUNUSBAND,0,Stolen joke. Original Lesly Nielson jome,2021-11-01T08:52:19Z,0,happy_video2_dictator washroom.xlsx
3104,@chemsrus4914,0,The cow part 😂,2021-11-01T01:09:13Z,0,happy_video2_dictator washroom.xlsx
3105,@spm09mu,0,So that's what Adrian Pimento was doing before 9-9,2021-10-29T10:27:51Z,0,happy_video2_dictator washroom.xlsx
3106,@NickLAnderson,0,"Hi. Please, let us pray together. Dear God who art in heaven hallow be thy name, thy kingdom come thy will be done on earth as it is in heaven give us this day our daily bread and forgive us our trespasses as we forgive those who trespass against us and lead us not into temptation but deliver us from evil for thine is the kingdom and the power and the glory forever in Jesus Christ's name we pray, amen.",2021-10-29T08:27:57Z,0,happy_video2_dictator washroom.xlsx
3107,@ismayilarifoglu6226,0,"F* Todd is made-up name too. Use it, admiral-general.",2021-10-28T02:59:18Z,0,happy_video2_dictator washroom.xlsx
3108,@blacksmoke37,0,"Ok, you've convinced me youtube. I'll watch it again.",2021-10-27T00:36:49Z,0,happy_video2_dictator washroom.xlsx
3109,@sanjeyganessh3215,0,L,2021-10-26T16:40:03Z,0,happy_video2_dictator washroom.xlsx
3110,@phantomf41,0,Why nobody mkakes movies like this anymore?,2021-12-05T05:33:09Z,0,happy_video2_dictator washroom.xlsx
3111,@jeevansantosh,0,"No sorry, I am 50% to blame",2021-10-26T08:02:56Z,0,happy_video2_dictator washroom.xlsx
3112,@SuhailKhan-gv9mn,0,"""What is your name?""
""Burekh""
""Burekh what?!""
""Burekh Zeet""",2021-10-25T12:19:16Z,0,happy_video2_dictator washroom.xlsx
3113,@napim6752,0,"it didnt appear on my homepage.
i searched for it.",2021-10-24T19:25:55Z,0,happy_video2_dictator washroom.xlsx
3114,@geraldleerilea,1,Thanks for everything! Here’s a little something for you: https://youtu.be/Epm1AKFshWw,2021-10-23T12:41:32Z,0,happy_video2_dictator washroom.xlsx
3115,@tanhaoleng8938,0,"Malicious schemers in several media organizations around the world are out to use me and control my life. They labelled me the ""world"" and say I am against ""white teeth"". And they have a secret electromagnetic over-the-air device that can trigger all reactions in the body, including disease symptoms and pain, to coerce me physically and physiologically. Somebody please help me. Please say no to torture and oppression.",2021-10-23T05:18:24Z,0,happy_video2_dictator washroom.xlsx
3116,@ibrahimhafeez3413,0,Ye,2021-10-22T21:22:55Z,0,happy_video2_dictator washroom.xlsx
3117,@amalm007,0,Emer Gencyexitonly,2021-11-02T09:49:06Z,0,happy_video2_dictator washroom.xlsx
3118,@efe_aydal,0,OK I guess I'll watch the whole movie.,2021-11-28T16:45:45Z,0,happy_video2_dictator washroom.xlsx
3119,@sannhasheart6555,0,I hearby change my name to Ladeas Wahsharhum,2021-11-22T05:03:47Z,0,happy_video2_dictator washroom.xlsx
3120,@powerlinkers,2,Hahahaha… the cow scene.,2021-11-21T10:38:51Z,0,happy_video2_dictator washroom.xlsx
3121,@robertgarza7734,0,"The rapid hygienic taxonomically film because insulation reportedly kill beneath a fantastic textbook. disastrous, probable fuel",2021-11-15T02:39:34Z,0,happy_video2_dictator washroom.xlsx
3122,@esteban6606,0,"1:25 ""Alison Vergas"" xD",2021-11-14T23:55:45Z,0,happy_video2_dictator washroom.xlsx
3123,@chrismallis205,0,"What is your real name?
Cidis
Cidis what?
Cidis Nuts",2021-11-14T08:27:14Z,0,happy_video2_dictator washroom.xlsx
3124,@obombomattatetrahondamog1461,0,"Why not just say ""I never wanted you dead... twas just for appearances chum!"" Im sure they would have let him go!",2021-11-11T00:32:57Z,0,happy_video2_dictator washroom.xlsx
3125,@enriqueenriqueziii5564,2,This is comedy gold. Back when comedy was funny before the stupid Vine and Tik Tok Memes.,2021-11-10T06:17:25Z,0,happy_video2_dictator washroom.xlsx
3126,@MaxStArlyn,0,Hollywood war propaganda.,2021-11-09T05:39:10Z,0,happy_video2_dictator washroom.xlsx
3127,@funkutia6382,0,These son of bi**** will realize what mistake they have done when they touched him... Matarir bacca ra,2021-11-08T16:04:51Z,0,happy_video2_dictator washroom.xlsx
3128,@boymancinder2000,1,One of those times where bad CGI makes the scene much better.,2021-03-07T08:53:03Z,5548,happy_video1_kungfu cow (1).xlsx
3129,@LEELOLKH,2,I remember I don’t have internet back when I was kid I received this clip from Bluetooth transfer 😂,2021-03-11T02:37:32Z,3217,happy_video1_kungfu cow (1).xlsx
3130,@Forenzikproductions,1,*This is the greatest film ever made in the history of mankind.*,2020-12-03T06:01:22Z,2209,happy_video1_kungfu cow (1).xlsx
3131,@samirghising4935,2,Who is here in 2024😂😂,2024-03-11T14:41:54Z,2168,happy_video1_kungfu cow (1).xlsx
3132,@shakityaasherwin636,1,"Oh man, in my childhood I watched it like a million times",2021-03-05T14:22:36Z,1842,happy_video1_kungfu cow (1).xlsx
3133,@imrityunjoy,2,"This is the most interesting and comedy scene of my childhood. Every time I see it, I go crazy laughing.",2021-09-25T15:39:05Z,1757,happy_video1_kungfu cow (1).xlsx
3134,@balramsharma2590,1,This was one of the most watched movie in our childhood,2021-09-29T15:26:45Z,1504,happy_video1_kungfu cow (1).xlsx
3135,@magicalmenagerie8453,1,I edited my comment so that you dont know how i got so many likes.,2021-10-01T09:32:33Z,1484,happy_video1_kungfu cow (1).xlsx
3136,@MILKYbars100,1,"Honestly a better fight scene than most big movies and TV shows. The choreography was pretty good, CGI wasn’t awful. Ah this truly was a gem.",2021-05-15T15:04:32Z,1237,happy_video1_kungfu cow (1).xlsx
3137,@MysticalEye,1,"I thought that a man fighting a cow that knows karate was just a dream. But after searching for this clip, I realized it wasn’t a dream. It was a childhood memory",2023-04-25T06:01:02Z,1113,happy_video1_kungfu cow (1).xlsx
3138,@kaeso101,1,This has to be arguably one of the worlds most famous clips... literally someone in every country back in the 2000s saw this on their phones.,2021-10-12T09:55:33Z,1062,happy_video1_kungfu cow (1).xlsx
3139,@VikasGupta-cz7nz,0,Every Nokia phones had this clip... Nostalgic,2021-04-18T00:30:38Z,1011,happy_video1_kungfu cow (1).xlsx
3140,@f.b.i73,0,That's enough for today,2018-12-09T18:40:38Z,932,happy_video1_kungfu cow (1).xlsx
3141,@AJGHTV,0,I wactched this when i was Young and i'm still watching ....,2020-11-05T11:45:28Z,873,happy_video1_kungfu cow (1).xlsx
3142,@stinsonko11,2,"The moment he did the matrix bullet dodge, I already lost it. 🤣 Still cracks me up until this day. Nostalgia hits hard!",2021-10-10T07:41:10Z,826,happy_video1_kungfu cow (1).xlsx
3143,@dgmobileff1571,2,My childhood memories I always remember this scene 🤣🤣🤣,2023-03-28T04:05:26Z,804,happy_video1_kungfu cow (1).xlsx
3144,@mwas8580,2,This scene will forever be iconic😂😂... remember watching as a kid,2021-10-07T13:13:29Z,635,happy_video1_kungfu cow (1).xlsx
3145,@chethanraman7011,0,"As a diary farmers  , i can confirm this is what we do on a daily basis",2021-03-06T09:39:05Z,632,happy_video1_kungfu cow (1).xlsx
3146,@severteran9897,0,"In hindsight, this is just anime.",2021-03-01T10:02:49Z,612,happy_video1_kungfu cow (1).xlsx
3147,@nomad1517,0,Saw this in theaters with my dad when it first came out. Best days of my life.,2021-12-02T19:46:16Z,606,happy_video1_kungfu cow (1).xlsx
3148,@lofihour2506,2,My brother showed me this movie when I  was like 12 and I couldn’t breathe from the very first line.I’m 26 now and still watch it occasionally with my family and recite lines from the movie.A classic!,2022-02-19T22:45:20Z,582,happy_video1_kungfu cow (1).xlsx
3149,@bendover1125,3,0:18 this has got to be the most terrifying movie scene ever,2021-03-05T15:22:45Z,522,happy_video1_kungfu cow (1).xlsx
3150,@tjames6996,0,My mom walked in on me watching this. I quickly switched to porn because it was easier to explain.,2016-02-12T21:58:25Z,508,happy_video1_kungfu cow (1).xlsx
3151,@hmait,0,*this cow could definetily beat thanos*,2019-07-25T02:30:24Z,505,happy_video1_kungfu cow (1).xlsx
3152,@sunnykhanhorticulturist3044,1,My childhood memories. Love this clip,2023-04-04T17:27:31Z,461,happy_video1_kungfu cow (1).xlsx
3153,@sharmaarkecalicabdi5613,1,"One of the greatest film in the history of mankind.
This movie only legends can watch from Nokia's 3110🤣
From Melbourne Victoria 🇦🇺🙏",2021-05-02T07:55:27Z,452,happy_video1_kungfu cow (1).xlsx
3154,@InariOkami,0,That moment when this cow fight is better than any fight at the Mortal Kombat 2021 movie,2021-05-14T18:00:11Z,435,happy_video1_kungfu cow (1).xlsx
3155,@sudhangshuroy2814,0,"178 million on YouTube,200million on Bluetooth",2021-03-04T07:43:05Z,407,happy_video1_kungfu cow (1).xlsx
3156,@norman157,2,saw this in 2009 or 2008 in school xd,2016-12-21T00:49:23Z,383,happy_video1_kungfu cow (1).xlsx
3157,@risinggamer3011,1,We used to transfers this clip in disks and USB to our friends.  Golden time.,2021-04-28T17:30:25Z,350,happy_video1_kungfu cow (1).xlsx
3158,@tydial1014,0,Cow: “I said......EAT MOR CHICKIN’!!!!!!!”,2021-03-05T14:13:09Z,340,happy_video1_kungfu cow (1).xlsx
3159,@TheElectro2001,0,Brings memories back used to watch it as a kid,2019-01-07T13:47:18Z,337,happy_video1_kungfu cow (1).xlsx
3160,@MinecraftPlayer_-fp8kb,0,"Nobody:
My dreams:",2020-11-16T17:08:29Z,335,happy_video1_kungfu cow (1).xlsx
3161,@deadanimasher678,0,That is enough internet for one day,2017-09-30T21:31:31Z,335,happy_video1_kungfu cow (1).xlsx
3162,@DogRuaw,1,Top 10 Best anime battles,2019-03-25T05:19:11Z,334,happy_video1_kungfu cow (1).xlsx
3163,@natiesarah2234,1,Literally my favorite childhood clip😂😂,2022-11-02T17:39:58Z,330,happy_video1_kungfu cow (1).xlsx
3164,@kamrulhassankayes9259,1,"I watched it when I was 10 years now, Now I am 23, Thats feel so Nostalgic 😍",2021-10-01T14:47:15Z,318,happy_video1_kungfu cow (1).xlsx
